Wetlands name,State,ID,Species,Species normalized,Area,lat,lon,Groundwater recharge,Groundwater depth,Evaporation,Discharge,Salinity,BOD,bod,TP,ec,NOXN
Township Lagoon,TAS,144,16,160,0.1,-42.14967778,147.42845,1.10E-06,17.2018,0.590523,0.307431,1.00E+31,1.00E+31,0.83295561,0.088013369,199.1533715,0.288861059
White Lagoon,TAS,145,27,270,0.1,-42.1,147.4333333,1.10E-06,17.2018,0.590523,0.307431,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lake Flannigan,TAS,146,8,5.333333333,1.5,-39.61970278,143.9536083,0.00153942,22.3083,0.401249,1.22417,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lavinia Nature Reserve,TAS,147,23,0.333140209,69.04,-39.70324167,144.0490611,5.52E-05,12.1243,0.893918,0.0410067,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lake Chisholm,TAS,148,2,40,0.05,-41.13440833,145.0639306,0.00227664,51.8926,0.895575,91.5583,103.557,0.333257,0.539630747,0.048424524,78.14610903,0.186503183
Lake Surprise,TAS,149,7,28,0.25,-42.99391389,146.1572306,0.00412057,100.112,0.614686,48.764,81.4612,3.95E-05,0.402059359,0.028099445,66.10741349,0.113360704
Lake Sydney,TAS,150,4,40,0.1,-43.28990278,146.6080083,0.00169455,187.915,0.688805,1.22535,107.409,0.002708,0.431505824,0.026675114,79.8892414,0.14572052
Mount Buffalo Peatlands,VIC,151,89,1271.428571,0.07,-36.78333333,146.7666667,0.00163525,366.755,0.541387,1.46316,16.5924,0.00592445,1.216634538,0.097582676,177.8538854,0.289409762
Belsar Island,VIC,152,233,9.32,25,-34.66666667,142.9333333,4.18E-06,9.68307,0.473042,296.17,258.264,0.00866626,1.833417895,0.202528652,688.8332495,0.610064491
Beveridge Island,VIC,153,4,0.392927308,10.18,-35.25,143.55,5.01E-05,5.77587,0.407489,0.291087,149.978,6.58015,2.080872719,0.196394009,619.6783999,0.732056789
"Bunguluke Wetlands, Tyrrell Creek& Lalbert Creek Floodplains",VIC,154,299,56.41509434,5.3,-36.06666667,143.3666667,1.10E-05,2.95482,0.408373,7.10873,76.4185,0.925274,2.008734011,0.210468801,619.2480918,0.641053245
Hattah Lakes,VIC,155,334,32.80943026,10.18,-34.7,142.35,3.53E-06,10.28364,0.2786905,0.06028045,1.00E+31,1.00E+31,1.954332635,0.195222596,585.074546,0.622470391
Heards Lake,VIC,156,5,3.703703704,1.35,-36.81666667,141.8166667,7.82E-05,20.0966,0.355984,0.621862,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Heywoods Lake,VIC,157,6,2.631578947,2.28,-34.78333333,143.2,1.50E-06,8.11579,0.302411,0.00108037,1.00E+31,1.00E+31,1.929501334,0.191669283,594.0272271,0.623887362
Kings Billabong Wetlands,VIC,158,148,29.48207171,5.02,-34.237784,142.225701,8.85E-06,9.97148,0.522695,292.755,283.194,0.0373217,1.740232778,0.219404449,843.1075425,0.606560709
Lake Albacutya,VIC,159,235,4.122807018,57,-35.75,141.9666667,2.07E-14,6.62893,0.478717,6.16525,1.00E+31,1.00E+31,1.784578947,0.168918367,562.0888377,0.527819001
Lake Hindmarsh,VIC,160,340,2.179487179,156,-36.05,141.9,-3.39E-10,3.50063,0.633218,8.01406,1.00E+31,1.00E+31,1.467161446,0.148075677,405.420876,0.463380592
Lake Lalbert,VIC,161,135,27,5,-35.66666667,143.3333333,-3.29E-12,3.3072,0.343548,2.64E-06,1.00E+31,1.00E+31,2.218700805,0.21203159,619.7932839,0.648624537
Lake Ranfurly,VIC,162,108,40.75471698,2.65,-34.18333333,142.1,7.14E-06,11.59865,0.468789,292.042,277.019,0.0515815,1.669881187,0.211077383,805.4991372,0.465418152
Lake Tyrrell,VIC,163,101,0.484180249,208.6,-35.35,142.8166667,4.35E-05,9.75604,0.247478,0.170704,1.00E+31,1.00E+31,2.163000902,0.210243352,527.6400174,0.649068333
Lake Wallawalla,VIC,164,178,21.49758454,8.28,-34.18333333,141.1833333,8.10E-07,9.81878,0.229784,0.0733982,1.00E+31,1.00E+31,1.865868799,0.217323211,673.5556462,0.627217648
Lindsay Island,VIC,165,375,2.5,150,-34.11666667,141.15,5.54E-07,3.90908,0.217324,0.158775,1.00E+31,1.00E+31,1.402443973,0.234086969,716.5770888,0.500453377
Mitre Lak,VIC,166,111,14.15816327,7.84,-36.7,141.8166667,-2.90E-08,13.4454,0.447968,0.766015,225.289,2.08663,1.00E+31,1.00E+31,1.00E+31,1.00E+31
"Natimuk Lake, Natimuk Creek & Lake Wyn Wyn",VIC,167,168,14.35897436,11.7,-36.7,141.9333333,1.88E-10,8.41297,0.4509205,4.363412,216.606,1.462781,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Pink Lake (Lochiel),VIC,168,2,1.886792453,1.06,-36.4,141.95,2.73E-12,5.82899,0.398989,8.79867,126.41,0.529748,1.971455491,0.158999706,541.6595386,0.604222813
Pink Lakes,VIC,169,67,17.04834606,3.93,-35.03333333,141.7,3.91E-06,9.87893,0.250247,0.156203,1.00E+31,1.00E+31,1.802928205,0.186516914,513.3202454,0.576502786
Raak Plain,VIC,170,12,2.181818182,5.5,-34.65,142.0833333,6.30E-07,2.43247,0.224647,0.183081,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Saint Marys Lake,VIC,171,29,25.66371681,1.13,-36.76666667,141.75,7.82E-05,38.1912,0.355984,0.621862,1.00E+31,1.00E+31,1.59522988,0.124760743,380.1873656,0.516322779
Wallpolla Island,VIC,172,413,4.489130435,92,-34.13333333,141.7166667,1.86E-09,3.1339,0.582572,798.288,337.757,0.0144478,1.768938583,0.219359974,751.2685576,0.584721456
White Lake,VIC,173,106,17.09677419,6.2,-37.06666667,141.7333333,0.000241536,19.8009,0.456311,0.526505,225.942,1.5634,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lindsay—Werrikoo Wetlands,VIC,174,47,2.633053221,17.85,-37.8,141.2,0.000331405,16.16535,0.6517645,2.498095,217.638,2.33929,1.016670476,0.087857376,220.2535429,0.364404578
Mundi—Selkirk Wetlands,VIC,175,210,10.38062284,20.23,-37.66666667,141.3333333,0.000118707,15.2937,0.636878,1.97301975,217.486,4.49595,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Ryans Lagoon,VIC,176,72,120,0.6,-36.1,146.9666667,5.79E-06,18.1949,0.787316,48.7506,39.0142,0.507024,1.697609684,0.106249087,284.2033163,0.554298674
Barmah—Millewa Forest,VIC,177,618,2.094915254,295,-35.81666667,145.5,4.11E-05,5.785895,0.4492575,83.72265,86.4113,0.46539,2.042914504,0.198700135,565.5365612,0.660750011
Black Swam,VIC,178,59,33.52272727,1.76,-36.16666667,146.3166667,1.61E-06,4.34727,0.614912,32.1776,15.8193,0.757743,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Broken Creek,VIC,179,287,11.48,25,-36.48333333,145.9333333,2.97E-05,10.19123,0.4351135,42.6345785,136.189,0.0846021,1.717522695,0.146496999,404.0103698,0.590389861
Cemetery Swamp,VIC,180,135,151.6853933,0.89,-35.7,143.9166667,5.72E-05,4.19439,0.387195,13.1847,56.5853,0.476083,1.00E+31,1.00E+31,1.00E+31,1.00E+31
First Marsh (The Marsh),VIC,181,24,3.076923077,7.8,-35.65,143.7333333,0.00000148,4.89548,0.336264,0.000911453,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Fosters Swamp,VIC,182,26,11.87214612,2.19,-35.73333333,143.95,5.72E-05,4.19439,0.387195,13.1847,56.5853,0.476083,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Gunbower Island,VIC,183,298,1.528205128,195,-36,144.5166667,3.87E-05,2.45975,0.353467,0.652832,152.392,3.40457,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Kanyapella Basin,VIC,184,194,7.516466486,25.81,-36.15,144.9,1.07E-05,3.70478,0.413729,183.736,34.4168,0.233129,2.328898263,0.206906794,498.1763909,0.912669013
Kow Swamp,VIC,185,21,0.77092511,27.24,-35.95,144.2833333,2.29E-05,3.18227,0.319092,0.976974,163.487,1.78997,1.92096479,0.161656407,496.0638058,0.59564671
Lake Bael Bael,VIC,186,40,6.172839506,6.48,-35.68333333,143.7166667,2.38E-19,5.45678,0.363349,6.9556,94.8339,0.611077,2.051623961,0.182294717,587.2405183,0.598718474
Lake Charm,VIC,187,26,5,5.2,-35.6,143.8166667,1.00E+31,6.22056,0.37658,6.87567,140.409,0.563485,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lake Cullen,VIC,188,21,3.32278481,6.32,-35.63333333,143.7666667,1.38E-05,6.22056,0.37658,6.87567,140.409,0.563485,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lake Kelly & Stevensons Swamp,VIC,189,1,0.3125,3.2,-35.53333333,143.8166667,1.65E-05,6.66139,0.359423,0.0130259,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
"Little Lake Charm, Kangaroo Lake & Racecourse Lake",VIC,190,11,0.825825826,13.32,-35.58333333,143.7666667,1.38E-05,4.438545,0.37658,6.87567,140.409,0.563485,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lower Broken River,VIC,191,13,1.025236593,12.68,-36.48333333,145.9333333,2.39E-13,14.1619,0.499553,0.721857,1.00E+31,1.00E+31,1.717522695,0.146496999,404.0103698,0.590389861
Lower Goulburn River Floodplain,VIC,192,279,2.146153846,130,-36.71666667,145.1666667,8.73E-05,5.064005,0.488529,13.485135,6.55117,0.0136714,1.441791293,0.090778239,309.253852,0.475590991
Muckatah Depression,VIC,193,13,0.446888965,29.09,-36.06666667,146.1166667,0.000103024,5.0035,0.64698,86.0681,1.00E+31,1.00E+31,2.165257421,0.224027765,519.2834833,0.769655179
Second Marsh (Middle Marsh),VIC,194,39,16.73819742,2.33,-35.7,143.6166667,2.40E-19,4.71132,0.335408,0,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Tang Tang Swamp,VIC,195,33,32.03883495,1.03,-36.35,144.2833333,3.41E-06,1.90693,0.401039,0.31507,1.00E+31,1.00E+31,2.48248415,0.265268088,532.1877663,1.06545337
Third Marsh (Top Marsh),VIC,196,142,15.01057082,9.46,-35.6,143.7166667,1.48E-06,4.89548,0.336264,0.000911453,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
"Third, Middle and Reedy Lakes",VIC,197,33,5.518394649,5.98,-35.63751,143.864893,4.39E-05,4.07895,0.358196,0.1539505,254.244,4.27069,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Town Swamp,VIC,198,38,47.5,0.8,-35.71666667,143.9,4.05E-05,5.47269,0.31583,0.131712,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Tragowel Swamp (McPhails Swamp),VIC,199,118,45.03816794,2.62,-35.8,143.9333333,0.000110924,3.80317,0.38934,0.330018,111.323,2.16165,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Wallenjoe Wetlands,VIC,200,207,68.31683168,3.03,-36.5,144.8833333,0.000127838,3.09454,0.406833,0.478438,1.00E+31,1.00E+31,1.742138744,0.145085317,400.3169912,0.682807745
Woolshed Swamp,VIC,201,106,30.02832861,3.53,-36.16666667,143.7166667,9.46E-05,5.39115,0.440198,0.0754744,1.00E+31,1.00E+31,2.044156649,0.162210293,452.1334337,0.62382237
Bald Hills State Wildlife Reserve,VIC,202,3,300,0.01,-38.73333333,145.9333333,1.87E-08,8.15322,0.88047,1.65426,1.00E+31,1.00E+31,1.417941742,0.196979258,301.9803501,1.131215647
Billabong Reserve,VIC,203,33,143.4782609,0.23,-37.9,147.3166667,1.29E-05,28.214,0.723451,0.0133196,1.00E+31,1.00E+31,0.976318203,0.097127988,301.632465,0.483824765
Deep Water Morass,VIC,204,2,6.666666667,0.3,-37.83333333,147.4,0.000421855,34.1276,0.485069,0.519876,1.00E+31,1.00E+31,1.188409652,0.074670502,186.9522532,0.497168128
Edithvale—Seaford Wetlands,VIC,205,61,28.37209302,2.15,-38.03333333,145.1166667,0.000216358,8.551115,0.467183,8.85507,287.742,4.79368,1.88104632,0.208077139,337.3480219,1.017463104
Lake Connewarre State Wildlife Reserve,VIC,206,319,10.29032258,31,-38.21666667,144.45,0.000137421,16.5252,0.329757,23.5768,218.432,2.75227,2.031642485,0.244868149,336.0510227,1.214393751
Lake Wellington Wetlands,VIC,207,310,1.722222222,180,-38.08333333,147.3166667,1.38E-16,7.17951,1.04931,38.6743,22.8806,0.0486457,1.076539126,0.087646186,235.2636934,0.496063434
Lower Snowy River Wetlands System,VIC,208,409,20.45,20,-37.73573,148.563524,0.000217965,23.3948,0.8063085,0.478717,1.00E+31,1.00E+31,0.720994879,0.069765034,144.4383608,0.284760982
Central Highlands Peatlands,VIC,209,57,172.7272727,0.33,-37.58555556,146.0213889,0.000458437,144.037,1.08076,0.358482,1.00E+31,1.00E+31,0.431002468,0.031069149,92.94567203,0.155677802
Lake Tali Karng,VIC,210,3,18.75,0.16,-37.55,146.8,6.06E-12,320.195,0.763008,0.0023469,1.00E+31,1.00E+31,0.935650417,0.099505262,334.2210147,0.338957675
Nuniong Plateau Peatlands,VIC,211,35,350,0.1,-37.15,147.9333333,-1.97E-11,186.691,0.69133,0.000375641,1.00E+31,1.00E+31,0.810820576,0.073800642,216.0078077,0.297847701
Tea Tree Swamp (Delegate River),VIC,212,107,205.7692308,0.52,-37.25,148.8333333,6.09E-10,155.765,0.887708,0.0142357,1.00E+31,1.00E+31,0.670875336,0.071698014,218.6824044,0.28196642
Creswick Swamp,VIC,213,2,12.5,0.16,-36.61666667,142.9,2.44E-06,3.27878,0.465175,3.1912,1.00E+31,1.00E+31,1.792374763,0.151325542,373.7297794,0.559822512
Lake Muirhead,VIC,214,56,16.96969697,3.3,-37.48333333,142.6,0.000401395,26.0664,0.446065,0.370148,1.00E+31,1.00E+31,1.149556871,0.085668062,265.9968792,0.299729089
Mount William Swamp,VIC,215,7,1.102362205,6.35,-37.45,142.6666667,3.24E-07,14.2078,0.611505,0.387517,1.00E+31,1.00E+31,1.647105244,0.145956429,340.1341124,0.633017506
Cobden—Terang Volcanic Craters,VIC,216,19,3.099510604,6.13,-38.35,143,9.03E-07,76.0527,0.759893,0.0694761,1.00E+31,1.00E+31,1.386070741,0.130814465,238.5741898,0.545758884
Cundare Pool/Lake Martin,VIC,217,107,2.868632708,37.3,-38.08333333,143.6,0.000907394,5.74504,0.343214,1.42589,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Kooraweera Lakes,VIC,218,22,5.152224824,4.27,-38.06666667,143.2833333,6.02E-06,7.55826,0.765396,0.0134073,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lake Beeac,VIC,219,3,0.453172205,6.62,-38.2,143.6166667,0.000955767,6.45126,0.326808,0.73771,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lake Bookaar,VIC,220,83,16.6,5,-38.13333333,143.1166667,2.11E-06,8.07075,0.769371,0.00153501,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lake Colongulac,VIC,221,20,1.428571429,14,-38.16666667,143.1666667,2.64E-06,15.4689,0.769344,0.00197597,1.00E+31,1.00E+31,1.319648567,0.111051412,348.234049,0.473740043
Lake Corangamite,VIC,222,162,0.69527897,233,-38.18333333,143.4166667,3.07E-05,6.65308,0.796084,1.60629,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lake Cundare,VIC,223,51,12.91139241,3.95,-38.15,143.6166667,0.000907394,5.46497,0.343214,1.42589,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lake Gnarpurt,VIC,224,7,0.29787234,23.5,-38.05,143.3833333,5.12E-06,8.58146,0.767276,0.0269875,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lake Linlithgow Wetlands,VIC,225,124,8.659217877,14.32,-37.76666667,142.1833333,0.000783225,5.58077,0.364569,0.684255,71.091,12.0418,1.79008005,0.166883906,363.1981939,0.628964032
Lake Milangil,VIC,226,47,37.6,1.25,-38.1,143.2166667,5.89E-06,8.80355,0.767407,0.00440928,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lake Murdeduke,VIC,227,14,0.903225806,15.5,-38.16666667,143.9,0.000637852,12.5784,0.42426,6.52665,99.1578,4.90616,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lake Terangpom,VIC,228,86,41.34615385,2.08,-38.13333333,143.3166667,6.24E-06,7.2213,0.767168,0.00475988,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lower Lough Calvert & Lake Thurrumbong,VIC,229,25,2.84738041,8.78,-38.198316,143.649054,0.000477885,32.64078,0.4993315,0.368855094,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Middle Lough Calvert,VIC,230,16,2.76816609,5.78,-38.16666667,143.6833333,0.000863601,6.5442,0.357455,1.15378,1.00E+31,1.00E+31,1.667592055,0.11636258,292.8754528,0.689979269
Point Cook & Laverton Saltworks,VIC,231,128,14.22222222,9,-37.9,144.7833333,0.000227794,4.70996,0.334453,0.839211,264.996,6.35997,2.158327078,0.285205139,528.0739315,1.188424921
Red Rock Lakes & The Basins,VIC,232,2,0.896860987,2.23,-38.33333333,143.45,8.94E-07,5.34286,0.771442,1.60629,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Tower Hill,VIC,233,184,59.16398714,3.11,-38.31666667,142.3666667,0.000780389,27.8126,0.401856,0.760084,1.00E+31,1.00E+31,1.201855226,0.129818416,298.5455615,0.553490577
Upper Lough Calvert,VIC,234,22,2.669902913,8.24,-38.11666667,143.6833333,0.000803727,5.11106,0.384152,2.29926,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Bitter Swamp,VIC,235,3,9.375,0.32,-37.08333333,141.75,0.000336492,19.8009,0.44204,0.331696,1.00E+31,1.00E+31,1.124953904,0.098225552,288.6938673,0.425874891
Cardross Lake,VIC,236,100,33.78378378,2.96,-34.31666667,142.1,3.59E-06,18.2684,0.315629,0.00079366,314.439,3.91687,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lake Buloke Wetlands,VIC,237,209,2.527206771,82.7,-36.26666667,142.9666667,2.64E-05,3.99669,0.26546,3.37086,1.00E+31,1.00E+31,1.928157978,0.169561688,495.7018311,0.571821678
Boiler Swamp System,VIC,238,3,1.554404145,1.93,-37.33333333,140.9833333,0.00377532,8.17639,1.4269,24.2902,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Dergholm (Youpayang) Wetlands,VIC,239,82,35.96491228,2.28,-37.35,141.3,2.77E-08,73.4333,0.631933,5.40845,232.094,2.73028,1.081608264,0.087267127,274.7002587,0.398983752
Avoca Floodway (Tutchewop Plains),VIC,240,30,6.198347107,4.84,-35.51666667,143.7166667,5.90E-05,4.50397,0.404967,0.0480569,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Lake Buninjon,VIC,241,18,6.271777003,2.87,-37.48333333,142.7833333,9.57E-08,22.2281,0.614202,1.18504,1.00E+31,1.00E+31,1.497879071,0.125368396,273.9366582,0.462769656
Lake Wendouree,VIC,242,65,29.01785714,2.24,-37.55,143.7166667,1.15E-06,12.261,0.637565,0.0111557,1.00E+31,1.00E+31,1.907442177,0.19397922,391.5966888,0.823511509
Merin Merin Swamp,VIC,243,33,15.34883721,2.15,-37.21666667,143.7833333,1.77E-05,37.5298,0.584602,0.0268225,1.00E+31,1.00E+31,1.751213487,0.137046215,404.1659676,0.619863291
Woorndoo—Hopkins Wetlands,VIC,244,1,0.171232877,5.84,-37.81666667,142.6833333,1.07E-05,23.9515,0.615348,0.00809739,1.00E+31,1.00E+31,1.617109636,0.163993921,343.3589675,0.595301922
Lake Condah,VIC,245,160,195.1219512,0.82,-38.06666667,141.8333333,2.48E-06,26.6119,0.713978,0.0739196,212.854,20.6571,1.129491113,0.119607722,279.4931691,0.437280628
Nerrin Nerrin Wetland,VIC,246,79,15.01901141,5.26,-37.73333333,143.0166667,-3.71E-12,10.4637,0.605947,0.000303361,1.00E+31,1.00E+31,1.564103037,0.159894836,352.5919823,0.562152198
Widderin Swamps,VIC,247,2,0.557103064,3.59,-38.73333333,143.3666667,0.000308107,158.343,0.891277,0.30526,84.1816,0.0975072,1.020177485,0.08307394,83.91056543,0.385814553
Mitta Mitta River,VIC,248,172,7.166666667,24,-36.83333333,147.4166667,0.00131131,163.585,0.763,3.21645,1.00E+31,1.00E+31,0.842815064,0.068170357,167.1018205,0.253987314
Ovens River,VIC,249,281,7.493333333,37.5,-36.25,146.2666667,5.64E-05,4.91273,0.457908,32.2719,41.6548,0.81125,1.919167847,0.13041295,361.1809947,0.739300278
Howqua River,VIC,250,210,13.81578947,15.2,-37.16666667,146.65,0.000407692,328.73,0.820297,0.451756,25.5969,0,0.583933791,0.068279695,103.3079647,0.176696782
Big River,VIC,251,185,12.62798635,14.65,-37.56666667,146.0166667,0.000334479,108.655,1.1014,0.918268,1.00E+31,1.00E+31,1.082736246,0.061273351,202.0904077,0.365948082
Wimmera River,VIC,252,808,1.442342021,560.2,-36.65,141.9833333,-4.60E-08,7.95567,0.454962,8.01508,236.934,0.829914,1.94079192,0.158788867,454.2890698,0.781287165
Genoa River,VIC,253,303,28.05555556,10.8,-37.26666667,149.35,3.17E-07,121.453,0.829029,2.65402,1.00E+31,1.00E+31,0.687682768,0.07312709,208.099871,0.266778762
"Bemm, Goolengook, Arte and Errinundra Rivers",VIC,254,424,7.162162162,59.2,-37.31666667,148.9166667,8.04E-09,244.914,0.887404,0.0144635,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
Snowy River,VIC,255,1453,3.112015421,466.9,-36.88333333,148.4166667,0.000622319,139.053,0.600457,20.686,134.48,1.22644,0.909737905,0.070222324,278.4741558,0.327538855
Suggan Buggan and Berrima,VIC,256,174,9.456521739,18.4,-36.81666667,148.2333333,4.30E-07,108.434,0.865418,0.000373775,1.00E+31,1.00E+31,0.63845207,0.06799418,128.6206431,0.181610508
Upper Buchan River,VIC,257,266,14.94382022,17.8,-36.88333333,148.15,0.000708452,137.138,0.61374,0.553022,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31,1.00E+31
